Block (1, 1): dy = 0, dx = 0
Block (297, 89): dy = 0, dx = 0
Block (305, 89): dy = 6, dx = 6
Block (313, 89): dy = 0, dx = 0
Block (321, 89): dy = 0, dx = -1
Block (329, 89): dy = 0, dx = 0
Block (337, 89): dy = 0, dx = 0
Block (345, 89): dy = 0, dx = 0
Block (1, 97): dy = 0, dx = 0
Block (9, 97): dy = 0, dx = 0
Block (17, 97): dy = 0, dx = 0
Block (25, 97): dy = 0, dx = 0
Block (33, 97): dy = 0, dx = 0
Block (41, 97): dy = 0, dx = 0
Block (49, 97): dy = 0, dx = 0
Block (57, 97): dy = 0, dx = -1
Block (65, 97): dy = 0, dx = 0
Block (73, 97): dy = 0, dx = 0
Block (81, 97): dy = 0, dx = 0
Block (89, 97): dy = 0, dx = 0
Block (97, 97): dy = 0, dx = -1
Block (105, 97): dy = 2, dx = 0
Block (113, 97): dy = 3, dx = -6
Block (121, 97): dy = 3, dx = -7
Block (129, 97): dy = 2, dx = -5
Block (137, 97): dy = 3, dx = -8
Block (145, 97): dy = 2, dx = -6
Block (153, 97): dy = 2, dx = -7
Block (161, 97): dy = 2, dx = -8
Block (169, 97): dy = 2, dx = -8
Block (177, 97): dy = 2, dx = -7
Block (185, 97): dy = 2, dx = -7
Block (193, 97): dy = 3, dx = 0
Block (201, 97): dy = 2, dx = -6
Block (209, 97): dy = 1, dx = -8
Block (217, 97): dy = 1, dx = -8
Block (225, 97): dy = 0, dx = -8
Block (233, 97): dy = 0, dx = -8
Block (241, 97): dy = 1, dx = -5
Block (249, 97): dy = 0, dx = -5
Block (257, 97): dy = 2, dx = -3
Block (265, 97): dy = -1, dx = -4
Block (273, 97): dy = -1, dx = -6
Block (281, 97): dy = 0, dx = -7
Block (289, 97): dy = 0, dx = -1
Block (297, 97): dy = 0, dx = -1
Block (305, 97): dy = 0, dx = 0
Block (313, 97): dy = 0, dx = 0
Block (321, 97): dy = 0, dx = 0
Block (329, 97): dy = 0, dx = -1
Block (337, 97): dy = 0, dx = 0
Block (345, 97): dy = -1, dx = -1
Block (1, 105): dy = 0, dx = 0
Block (9, 105): dy = 0, dx = 0
Block (17, 105): dy = 0, dx = 0
Block (25, 105): dy = 0, dx = 0
Block (33, 105): dy = 0, dx = -1
Block (41, 105): dy = 0, dx = 0
Block (49, 105): dy = 0, dx = 0
Block (57, 105): dy = 0, dx = 0
Block (65, 105): dy = 0, dx = -1
Block (73, 105): dy = -3, dx = 6
Block (81, 105): dy = 0, dx = -1
Block (89, 105): dy = 0, dx = -1
Block (97, 105): dy = 2, dx = -3
Block (105, 105): dy = 2, dx = -3
Block (113, 105): dy = 1, dx = -2
Block (121, 105): dy = 4, dx = -6
Block (129, 105): dy = 3, dx = -7
Block (137, 105): dy = 3, dx = -7
Block (145, 105): dy = 3, dx = -8
Block (153, 105): dy = 2, dx = -8
Block (161, 105): dy = 2, dx = -8
Block (169, 105): dy = 2, dx = -8
Block (177, 105): dy = 2, dx = -8
Block (185, 105): dy = 3, dx = -8
Block (193, 105): dy = 5, dx = -8
Block (201, 105): dy = 5, dx = -8
Block (209, 105): dy = -1, dx = -6
Block (217, 105): dy = 0, dx = -8
Block (225, 105): dy = 1, dx = -8
Block (233, 105): dy = 1, dx = -7
Block (241, 105): dy = 1, dx = -6
Block (249, 105): dy = 2, dx = -4
Block (257, 105): dy = 2, dx = -3
Block (265, 105): dy = -1, dx = -3
Block (273, 105): dy = -2, dx = -3
Block (281, 105): dy = 0, dx = -1
Block (289, 105): dy = 0, dx = -1
Block (297, 105): dy = 0, dx = -1
Block (305, 105): dy = 0, dx = 0
Block (313, 105): dy = 6, dx = 6
Block (321, 105): dy = 0, dx = -1
Block (329, 105): dy = 0, dx = 0
Block (337, 105): dy = 0, dx = -1
Block (345, 105): dy = 0, dx = 0
Block (1, 113): dy = 8, dx = 0
Block (9, 113): dy = 0, dx = 0
Block (17, 113): dy = -1, dx = 4
Block (25, 113): dy = 0, dx = -1
Block (33, 113): dy = 0, dx = 0
Block (41, 113): dy = 0, dx = -1
Block (49, 113): dy = 0, dx = 0
Block (57, 113): dy = 0, dx = 0
Block (65, 113): dy = 0, dx = 0
Block (73, 113): dy = 0, dx = 0
Block (81, 113): dy = 0, dx = 0
Block (89, 113): dy = 0, dx = 0
Block (97, 113): dy = -1, dx = 1
Block (105, 113): dy = 2, dx = -2
Block (113, 113): dy = 1, dx = -2
Block (121, 113): dy = 3, dx = -5
Block (129, 113): dy = 3, dx = -5
Block (137, 113): dy = 3, dx = -7
Block (145, 113): dy = 2, dx = -8
Block (153, 113): dy = 2, dx = -8
Block (161, 113): dy = 2, dx = -8
Block (169, 113): dy = 3, dx = -8
Block (177, 113): dy = 2, dx = -8
Block (185, 113): dy = 2, dx = -8
Block (193, 113): dy = 1, dx = -8
Block (201, 113): dy = 7, dx = 0
Block (209, 113): dy = 5, dx = -8
Block (217, 113): dy = -2, dx = -8
Block (225, 113): dy = 3, dx = -8
Block (233, 113): dy = 1, dx = -8
Block (241, 113): dy = 0, dx = -7
Block (249, 113): dy = 0, dx = -2
Block (257, 113): dy = -1, dx = -1
Block (265, 113): dy = -1, dx = -2
Block (273, 113): dy = 0, dx = -1
Block (281, 113): dy = -3, dx = -4
Block (289, 113): dy = 0, dx = -1
Block (297, 113): dy = 0, dx = -1
Block (305, 113): dy = 0, dx = -1
Block (313, 113): dy = 0, dx = -1
Block (321, 113): dy = 0, dx = 0
Block (329, 113): dy = 0, dx = 0
Block (337, 113): dy = 0, dx = 0
Block (345, 113): dy = 0, dx = 0
Block (1, 121): dy = 0, dx = 0
Block (9, 121): dy = 0, dx = -1
Block (17, 121): dy = -7, dx = -2
Block (25, 121): dy = 2, dx = 3
Block (33, 121): dy = 0, dx = 0
Block (41, 121): dy = 0, dx = 0
Block (49, 121): dy = 0, dx = 0
Block (57, 121): dy = 0, dx = 0
Block (65, 121): dy = 0, dx = -1
Block (73, 121): dy = 0, dx = -1
Block (81, 121): dy = 0, dx = 0
Block (89, 121): dy = 0, dx = 0
Block (97, 121): dy = 1, dx = 0
Block (105, 121): dy = 2, dx = -1
Block (113, 121): dy = 1, dx = -1
Block (121, 121): dy = 3, dx = -4
Block (129, 121): dy = 3, dx = -5
Block (137, 121): dy = 2, dx = -4
Block (145, 121): dy = 3, dx = -8
Block (153, 121): dy = 2, dx = -8
Block (161, 121): dy = 2, dx = -8
Block (169, 121): dy = 1, dx = -2
Block (177, 121): dy = 2, dx = -8
Block (185, 121): dy = 5, dx = -4
Block (193, 121): dy = 3, dx = -8
Block (201, 121): dy = 0, dx = -6
Block (209, 121): dy = 2, dx = -5
Block (217, 121): dy = 1, dx = -8
Block (225, 121): dy = 1, dx = -8
Block (233, 121): dy = 1, dx = -7
Block (241, 121): dy = 0, dx = -7
Block (249, 121): dy = 2, dx = -5
Block (257, 121): dy = 0, dx = -1
Block (265, 121): dy = 0, dx = -1
Block (273, 121): dy = 3, dx = 3
Block (281, 121): dy = 0, dx = 0
Block (289, 121): dy = -4, dx = -5
Block (297, 121): dy = 0, dx = -1
Block (305, 121): dy = 0, dx = 0
Block (313, 121): dy = 0, dx = 0
Block (321, 121): dy = 0, dx = 0
Block (329, 121): dy = 0, dx = 0
Block (337, 121): dy = 7, dx = 7
Block (345, 121): dy = 0, dx = 0
Block (1, 129): dy = 0, dx = 0
Block (9, 129): dy = -4, dx = -1
Block (17, 129): dy = 0, dx = 0
Block (25, 129): dy = 0, dx = 0
Block (33, 129): dy = 4, dx = -5
Block (41, 129): dy = 0, dx = 0
Block (49, 129): dy = 0, dx = 0
Block (57, 129): dy = 1, dx = -3
Block (65, 129): dy = 1, dx = -3
Block (73, 129): dy = 0, dx = 0
Block (81, 129): dy = 0, dx = 0
Block (89, 129): dy = 0, dx = 0
Block (97, 129): dy = 0, dx = -1
Block (105, 129): dy = 1, dx = 0
Block (113, 129): dy = 2, dx = -1
Block (121, 129): dy = 4, dx = -4
Block (129, 129): dy = 0, dx = -5
Block (137, 129): dy = 2, dx = -7
Block (145, 129): dy = 3, dx = -8
Block (153, 129): dy = 2, dx = -8
Block (161, 129): dy = 7, dx = -8
Block (169, 129): dy = 4, dx = -6
Block (177, 129): dy = 3, dx = -7
Block (185, 129): dy = 3, dx = -8
Block (193, 129): dy = 3, dx = -8
Block (201, 129): dy = 2, dx = -8
Block (209, 129): dy = 1, dx = -8
Block (217, 129): dy = 0, dx = -8
Block (225, 129): dy = 1, dx = -8
Block (233, 129): dy = 0, dx = -8
Block (241, 129): dy = 1, dx = -6
Block (249, 129): dy = -1, dx = -5
Block (257, 129): dy = 0, dx = -1
Block (265, 129): dy = 0, dx = 0
Block (273, 129): dy = 0, dx = 0
Block (281, 129): dy = 2, dx = 2
Block (289, 129): dy = 0, dx = 0
Block (297, 129): dy = -5, dx = -6
Block (305, 129): dy = 0, dx = 0
Block (313, 129): dy = 0, dx = 0
Block (321, 129): dy = 0, dx = 0
Block (329, 129): dy = 0, dx = 0
Block (337, 129): dy = 5, dx = 5
Block (345, 129): dy = 0, dx = 0
Block (1, 137): dy = 0, dx = 0
Block (9, 137): dy = 0, dx = 0
Block (17, 137): dy = 0, dx = -1
Block (25, 137): dy = 0, dx = 0
Block (33, 137): dy = 0, dx = 0
Block (41, 137): dy = 0, dx = 0
Block (49, 137): dy = 0, dx = 0
Block (57, 137): dy = 0, dx = 0
Block (65, 137): dy = 0, dx = 0
Block (73, 137): dy = 0, dx = 0
Block (81, 137): dy = 0, dx = 0
Block (89, 137): dy = 0, dx = -1
Block (97, 137): dy = 0, dx = -1
Block (105, 137): dy = 0, dx = -2
Block (113, 137): dy = -3, dx = 1
Block (121, 137): dy = 3, dx = -4
Block (129, 137): dy = -1, dx = -5
Block (137, 137): dy = 2, dx = -6
Block (145, 137): dy = 0, dx = -7
Block (153, 137): dy = 3, dx = -8
Block (161, 137): dy = 3, dx = -8
Block (169, 137): dy = 3, dx = -7
Block (177, 137): dy = 3, dx = -6
Block (185, 137): dy = 2, dx = -8
Block (193, 137): dy = 1, dx = -8
Block (201, 137): dy = -1, dx = -8
Block (209, 137): dy = 0, dx = -8
Block (217, 137): dy = 5, dx = -8
Block (225, 137): dy = 1, dx = -8
Block (233, 137): dy = 1, dx = -8
Block (241, 137): dy = 1, dx = -6
Block (249, 137): dy = 3, dx = -5
Block (257, 137): dy = 0, dx = -1
Block (265, 137): dy = 0, dx = -1
Block (273, 137): dy = 0, dx = 0
Block (281, 137): dy = 0, dx = 0
Block (289, 137): dy = -5, dx = -6
Block (297, 137): dy = 1, dx = 1
Block (305, 137): dy = 3, dx = 3
Block (313, 137): dy = 0, dx = 0
Block (321, 137): dy = 0, dx = 0
Block (329, 137): dy = 0, dx = 0
Block (337, 137): dy = 0, dx = 0
Block (345, 137): dy = 0, dx = 0
Block (1, 145): dy = 0, dx = 0
Block (9, 145): dy = 0, dx = 1
Block (17, 145): dy = 1, dx = -3
Block (25, 145): dy = 0, dx = 0
Block (33, 145): dy = 0, dx = 0
Block (41, 145): dy = 0, dx = 0
Block (49, 145): dy = 0, dx = 0
Block (57, 145): dy = 0, dx = 0
Block (65, 145): dy = 0, dx = -1
Block (73, 145): dy = 0, dx = 0
Block (81, 145): dy = 0, dx = -1
Block (89, 145): dy = 0, dx = -1
Block (97, 145): dy = 0, dx = 0
Block (105, 145): dy = 2, dx = 0
Block (113, 145): dy = 3, dx = -1
Block (121, 145): dy = 2, dx = -3
Block (129, 145): dy = 4, dx = -5
Block (137, 145): dy = 3, dx = -7
Block (145, 145): dy = 3, dx = -8
Block (153, 145): dy = 3, dx = -8
Block (161, 145): dy = 4, dx = -7
Block (169, 145): dy = 3, dx = -8
Block (177, 145): dy = 2, dx = -8
Block (185, 145): dy = 2, dx = -8
Block (193, 145): dy = 1, dx = -8
Block (201, 145): dy = 0, dx = -8
Block (209, 145): dy = -2, dx = -8
Block (217, 145): dy = 4, dx = -8
Block (225, 145): dy = 1, dx = -8
Block (233, 145): dy = 1, dx = -5
Block (241, 145): dy = 1, dx = -6
Block (249, 145): dy = 1, dx = -2
Block (257, 145): dy = 0, dx = 0
Block (265, 145): dy = 0, dx = -1
Block (273, 145): dy = 0, dx = 0
Block (281, 145): dy = 0, dx = 0
Block (289, 145): dy = 0, dx = 0
Block (297, 145): dy = 0, dx = 0
Block (305, 145): dy = 2, dx = 2
Block (313, 145): dy = 3, dx = 3
Block (321, 145): dy = 0, dx = 0
Block (329, 145): dy = 0, dx = 0
Block (337, 145): dy = -1, dx = -1
Block (345, 145): dy = 0, dx = 0
Block (1, 153): dy = 0, dx = 0
Block (9, 153): dy = 1, dx = -3
Block (17, 153): dy = 0, dx = 1
Block (25, 153): dy = 0, dx = 0
Block (33, 153): dy = 0, dx = 0
Block (41, 153): dy = 0, dx = -1
Block (49, 153): dy = 0, dx = -1
Block (57, 153): dy = 0, dx = -1
Block (65, 153): dy = 0, dx = -1
Block (73, 153): dy = 0, dx = -1
Block (81, 153): dy = 0, dx = 0
Block (89, 153): dy = 0, dx = 0
Block (97, 153): dy = 0, dx = -1
Block (105, 153): dy = 4, dx = 0
Block (113, 153): dy = 3, dx = -1
Block (121, 153): dy = 2, dx = -3
Block (129, 153): dy = 2, dx = -4
Block (137, 153): dy = 3, dx = -6
Block (145, 153): dy = 8, dx = 5
Block (153, 153): dy = 8, dx = 3
Block (161, 153): dy = 3, dx = -8
Block (169, 153): dy = 3, dx = -8
Block (177, 153): dy = 2, dx = -8
Block (185, 153): dy = 1, dx = -4
Block (193, 153): dy = 1, dx = -7
Block (201, 153): dy = 1, dx = -8
Block (209, 153): dy = -5, dx = -8
Block (217, 153): dy = 2, dx = -8
Block (225, 153): dy = 2, dx = -8
Block (233, 153): dy = 1, dx = -6
Block (241, 153): dy = -2, dx = -4
Block (249, 153): dy = -2, dx = -3
Block (257, 153): dy = 0, dx = -1
Block (265, 153): dy = 0, dx = 0
Block (273, 153): dy = 0, dx = 0
Block (281, 153): dy = 0, dx = 0
Block (289, 153): dy = 0, dx = 0
Block (297, 153): dy = 0, dx = -1
Block (305, 153): dy = 0, dx = 0
Block (313, 153): dy = 3, dx = 3
Block (321, 153): dy = 0, dx = 0
Block (329, 153): dy = 0, dx = 0
Block (337, 153): dy = -1, dx = -1
Block (345, 153): dy = 0, dx = 0
Block (1, 161): dy = 0, dx = 0
Block (9, 161): dy = 0, dx = 0
Block (17, 161): dy = 0, dx = 0
Block (25, 161): dy = 0, dx = 0
Block (33, 161): dy = 0, dx = 0
Block (41, 161): dy = 0, dx = -1
Block (49, 161): dy = 0, dx = -1
Block (57, 161): dy = 0, dx = -1
Block (65, 161): dy = 0, dx = -1
Block (73, 161): dy = 0, dx = -1
Block (81, 161): dy = 0, dx = 0
Block (89, 161): dy = 0, dx = 0
Block (97, 161): dy = 0, dx = 0
Block (105, 161): dy = 2, dx = 0
Block (113, 161): dy = 2, dx = -1
Block (121, 161): dy = 3, dx = -2
Block (129, 161): dy = 2, dx = -4
Block (137, 161): dy = 3, dx = -7
Block (145, 161): dy = 1, dx = -3
Block (153, 161): dy = 5, dx = -8
Block (161, 161): dy = 3, dx = -8
Block (169, 161): dy = 3, dx = -8
Block (177, 161): dy = 3, dx = -8
Block (185, 161): dy = -3, dx = 4
Block (193, 161): dy = 1, dx = -8
Block (201, 161): dy = -8, dx = -6
Block (209, 161): dy = -3, dx = -8
Block (217, 161): dy = 2, dx = -8
Block (225, 161): dy = 8, dx = -8
Block (233, 161): dy = 1, dx = -6
Block (241, 161): dy = 1, dx = -6
Block (249, 161): dy = -3, dx = -5
Block (257, 161): dy = 4, dx = 5
Block (265, 161): dy = 0, dx = 0
Block (273, 161): dy = 0, dx = 0
Block (281, 161): dy = 0, dx = 0
Block (289, 161): dy = 0, dx = 0
Block (297, 161): dy = 0, dx = 0
Block (305, 161): dy = 0, dx = 0
Block (313, 161): dy = 0, dx = 0
Block (321, 161): dy = -4, dx = -5
Block (329, 161): dy = 0, dx = 0
Block (337, 161): dy = 0, dx = 0
Block (345, 161): dy = 0, dx = 0
Block (1, 169): dy = 0, dx = 0
Block (9, 169): dy = 0, dx = -1
Block (17, 169): dy = 0, dx = 0
Block (25, 169): dy = 0, dx = 0
Block (33, 169): dy = 0, dx = 0
Block (41, 169): dy = 0, dx = -1
Block (49, 169): dy = 0, dx = -1
Block (57, 169): dy = 1, dx = 0
Block (65, 169): dy = 0, dx = -1
Block (73, 169): dy = 0, dx = -1
Block (81, 169): dy = 4, dx = 7
Block (89, 169): dy = 0, dx = -1
Block (97, 169): dy = 0, dx = 0
Block (105, 169): dy = 2, dx = 0
Block (113, 169): dy = 2, dx = -1
Block (121, 169): dy = 2, dx = -2
Block (129, 169): dy = 2, dx = -4
Block (137, 169): dy = 1, dx = -7
Block (145, 169): dy = 2, dx = -7
Block (153, 169): dy = 2, dx = -8
Block (161, 169): dy = 2, dx = -8
Block (169, 169): dy = -2, dx = -8
Block (177, 169): dy = -3, dx = -5
Block (185, 169): dy = -1, dx = -8
Block (193, 169): dy = 2, dx = -8
Block (201, 169): dy = 2, dx = -8
Block (209, 169): dy = 4, dx = -7
Block (217, 169): dy = 2, dx = -8
Block (225, 169): dy = 1, dx = -8
Block (233, 169): dy = -1, dx = -8
Block (241, 169): dy = 1, dx = -6
Block (249, 169): dy = 1, dx = -4
Block (257, 169): dy = 0, dx = 0
Block (265, 169): dy = 4, dx = 5
Block (273, 169): dy = -4, dx = -6
Block (281, 169): dy = 0, dx = 0
Block (289, 169): dy = 0, dx = 0
Block (297, 169): dy = 0, dx = 0
Block (305, 169): dy = 0, dx = 0
Block (313, 169): dy = -1, dx = -1
Block (321, 169): dy = 0, dx = 0
Block (329, 169): dy = 2, dx = 2
Block (337, 169): dy = 0, dx = 0
Block (345, 169): dy = 0, dx = 0
Block (1, 177): dy = 0, dx = 0
Block (9, 177): dy = 0, dx = -1
Block (17, 177): dy = 0, dx = 0
Block (25, 177): dy = 0, dx = 0
Block (33, 177): dy = 0, dx = -1
Block (41, 177): dy = 0, dx = -1
Block (49, 177): dy = 0, dx = -1
Block (57, 177): dy = 1, dx = 0
Block (65, 177): dy = 1, dx = 0
Block (73, 177): dy = 0, dx = -1
Block (81, 177): dy = 0, dx = -1
Block (89, 177): dy = 1, dx = 1
Block (97, 177): dy = 0, dx = -1
Block (105, 177): dy = 1, dx = -1
Block (113, 177): dy = 2, dx = -1
Block (121, 177): dy = 2, dx = -2
Block (129, 177): dy = 2, dx = -3
Block (137, 177): dy = 2, dx = -6
Block (145, 177): dy = -1, dx = 3
Block (153, 177): dy = 2, dx = -8
Block (161, 177): dy = 2, dx = -8
Block (169, 177): dy = 2, dx = -8
Block (177, 177): dy = -3, dx = -7
Block (185, 177): dy = 7, dx = -4
Block (193, 177): dy = 3, dx = -8
Block (201, 177): dy = 2, dx = -8
Block (209, 177): dy = 3, dx = -8
Block (217, 177): dy = 2, dx = -8
Block (225, 177): dy = 0, dx = -8
Block (233, 177): dy = 2, dx = -7
Block (241, 177): dy = 1, dx = -6
Block (249, 177): dy = 5, dx = -5
Block (257, 177): dy = 0, dx = -1
Block (265, 177): dy = 0, dx = 0
Block (273, 177): dy = -4, dx = -6
Block (281, 177): dy = 4, dx = 5
Block (289, 177): dy = 0, dx = 0
Block (297, 177): dy = 0, dx = 0
Block (305, 177): dy = 0, dx = 0
Block (313, 177): dy = 0, dx = 0
Block (321, 177): dy = 0, dx = 0
Block (329, 177): dy = 0, dx = -1
Block (337, 177): dy = 1, dx = 1
Block (345, 177): dy = 0, dx = 0
Block (1, 185): dy = 1, dx = 0
Block (9, 185): dy = 0, dx = 0
Block (17, 185): dy = 0, dx = 0
Block (25, 185): dy = 0, dx = 0
Block (33, 185): dy = 0, dx = 0
Block (41, 185): dy = 0, dx = -1
Block (49, 185): dy = 0, dx = -1
Block (57, 185): dy = 0, dx = -1
Block (65, 185): dy = 1, dx = 0
Block (73, 185): dy = 0, dx = 0
Block (81, 185): dy = 0, dx = 0
Block (89, 185): dy = 0, dx = -1
Block (97, 185): dy = 1, dx = 1
Block (105, 185): dy = 2, dx = 1
Block (113, 185): dy = 3, dx = 0
Block (121, 185): dy = 2, dx = -1
Block (129, 185): dy = 2, dx = -3
Block (137, 185): dy = -2, dx = -6
Block (145, 185): dy = 1, dx = -6
Block (153, 185): dy = 7, dx = -6
Block (161, 185): dy = 2, dx = -8
Block (169, 185): dy = 2, dx = -8
Block (177, 185): dy = 2, dx = -8
Block (185, 185): dy = 4, dx = -8
Block (193, 185): dy = 3, dx = -8
Block (201, 185): dy = 4, dx = -8
Block (209, 185): dy = 2, dx = -8
Block (217, 185): dy = 0, dx = -8
Block (225, 185): dy = 1, dx = -8
Block (233, 185): dy = 0, dx = -8
Block (241, 185): dy = 1, dx = -6
Block (249, 185): dy = -7, dx = -3
Block (257, 185): dy = 0, dx = -1
Block (265, 185): dy = 0, dx = 0
Block (273, 185): dy = 0, dx = 0
Block (281, 185): dy = 0, dx = 0
Block (289, 185): dy = 1, dx = 1
Block (297, 185): dy = 0, dx = 0
Block (305, 185): dy = 0, dx = 0
Block (313, 185): dy = 0, dx = 0
Block (321, 185): dy = 0, dx = 0
Block (329, 185): dy = 0, dx = -1
Block (337, 185): dy = 0, dx = 0
Block (345, 185): dy = 0, dx = 0
Block (1, 193): dy = 0, dx = 0
Block (9, 193): dy = 0, dx = 0
Block (17, 193): dy = 0, dx = 0
Block (25, 193): dy = 0, dx = -1
Block (33, 193): dy = 0, dx = -1
Block (41, 193): dy = 0, dx = 0
Block (49, 193): dy = 0, dx = 0
Block (57, 193): dy = 0, dx = 0
Block (65, 193): dy = 0, dx = -1
Block (73, 193): dy = 0, dx = -1
Block (81, 193): dy = 0, dx = 0
Block (89, 193): dy = 0, dx = 0
Block (97, 193): dy = 1, dx = 0
Block (105, 193): dy = 1, dx = 0
Block (113, 193): dy = 3, dx = 1
Block (121, 193): dy = 2, dx = -1
Block (129, 193): dy = 1, dx = -2
Block (137, 193): dy = 8, dx = -3
Block (145, 193): dy = 5, dx = 7
Block (153, 193): dy = 8, dx = 0
Block (161, 193): dy = 2, dx = -8
Block (169, 193): dy = 1, dx = -8
Block (177, 193): dy = 0, dx = -8
Block (185, 193): dy = 2, dx = -7
Block (193, 193): dy = 0, dx = -8
Block (201, 193): dy = 0, dx = -8
Block (209, 193): dy = 1, dx = -8
Block (217, 193): dy = 1, dx = -8
Block (225, 193): dy = 2, dx = -3
Block (233, 193): dy = 1, dx = -8
Block (241, 193): dy = 1, dx = -5
Block (249, 193): dy = 0, dx = 0
Block (257, 193): dy = 0, dx = 0
Block (265, 193): dy = 0, dx = 0
Block (273, 193): dy = 0, dx = 0
Block (281, 193): dy = 0, dx = 0
Block (289, 193): dy = 0, dx = 0
Block (297, 193): dy = 1, dx = 1
Block (305, 193): dy = 1, dx = 1
Block (313, 193): dy = 0, dx = 0
Block (321, 193): dy = 0, dx = 0
Block (329, 193): dy = 0, dx = -1
Block (337, 193): dy = 0, dx = 0
Block (345, 193): dy = 0, dx = 0
Block (1, 201): dy = 0, dx = 0
Block (9, 201): dy = 0, dx = 0
Block (17, 201): dy = 0, dx = -1
Block (25, 201): dy = 0, dx = 0
Block (33, 201): dy = 0, dx = -1
Block (41, 201): dy = 0, dx = -1
Block (49, 201): dy = 0, dx = 0
Block (57, 201): dy = 0, dx = -1
Block (65, 201): dy = 0, dx = -1
Block (73, 201): dy = 1, dx = 0
Block (81, 201): dy = 0, dx = 0
Block (89, 201): dy = 0, dx = 0
Block (97, 201): dy = 0, dx = 0
Block (105, 201): dy = 1, dx = 1
Block (113, 201): dy = 1, dx = 0
Block (121, 201): dy = -1, dx = -1
Block (129, 201): dy = 1, dx = -1
Block (137, 201): dy = 3, dx = -4
Block (145, 201): dy = 7, dx = 8
Block (153, 201): dy = 7, dx = 2
Block (161, 201): dy = 8, dx = -6
Block (169, 201): dy = -6, dx = -7
Block (177, 201): dy = 1, dx = -8
Block (185, 201): dy = 1, dx = -8
Block (193, 201): dy = 1, dx = -8
Block (201, 201): dy = 2, dx = -8
Block (209, 201): dy = 0, dx = 1
Block (217, 201): dy = 2, dx = -7
Block (225, 201): dy = 1, dx = -7
Block (233, 201): dy = 1, dx = -7
Block (241, 201): dy = 0, dx = -4
Block (249, 201): dy = 0, dx = 0
Block (257, 201): dy = 0, dx = 0
Block (265, 201): dy = 0, dx = -1
Block (273, 201): dy = 0, dx = 0
Block (281, 201): dy = 0, dx = -1
Block (289, 201): dy = 0, dx = -1
Block (297, 201): dy = 0, dx = 0
Block (305, 201): dy = 0, dx = 0
Block (313, 201): dy = 1, dx = 1
Block (321, 201): dy = 0, dx = 0
Block (329, 201): dy = 0, dx = 0
Block (337, 201): dy = 0, dx = 0
Block (345, 201): dy = 0, dx = 0
Block (1, 209): dy = 0, dx = 0
Block (9, 209): dy = 0, dx = 0
Block (17, 209): dy = 0, dx = 0
Block (25, 209): dy = 0, dx = 0
Block (33, 209): dy = 1, dx = 0
Block (41, 209): dy = 0, dx = 0
Block (49, 209): dy = 0, dx = 0
Block (57, 209): dy = 0, dx = 0
Block (65, 209): dy = 0, dx = 0
Block (73, 209): dy = 0, dx = -1
Block (81, 209): dy = 1, dx = 0
Block (89, 209): dy = 0, dx = -1
Block (97, 209): dy = 0, dx = 0
Block (105, 209): dy = 1, dx = 1
Block (113, 209): dy = 1, dx = 2
Block (121, 209): dy = 1, dx = 1
Block (129, 209): dy = 2, dx = -1
Block (137, 209): dy = 2, dx = -3
Block (145, 209): dy = 0, dx = -7
Block (153, 209): dy = 2, dx = 1
Block (161, 209): dy = 0, dx = -6
Block (169, 209): dy = 8, dx = 8
Block (177, 209): dy = 2, dx = -8
Block (185, 209): dy = 2, dx = -8
Block (193, 209): dy = 2, dx = -8
Block (201, 209): dy = 2, dx = -8
Block (209, 209): dy = -2, dx = 8
Block (217, 209): dy = 1, dx = -8
Block (225, 209): dy = 1, dx = -8
Block (233, 209): dy = 0, dx = -7
Block (241, 209): dy = 3, dx = -5
Block (249, 209): dy = 0, dx = 0
Block (257, 209): dy = 0, dx = 0
Block (265, 209): dy = 0, dx = 0
Block (273, 209): dy = 0, dx = 0
Block (281, 209): dy = 0, dx = 0
Block (289, 209): dy = 0, dx = 0
Block (297, 209): dy = 0, dx = 0
Block (305, 209): dy = 0, dx = 0
Block (313, 209): dy = 0, dx = 0
Block (321, 209): dy = 1, dx = 1
Block (329, 209): dy = 0, dx = 0
Block (337, 209): dy = 0, dx = 0
Block (345, 209): dy = 0, dx = 0
Block (1, 217): dy = 0, dx = 0
Block (9, 217): dy = 1, dx = -1
Block (17, 217): dy = 1, dx = -1
Block (25, 217): dy = 0, dx = 0
Block (33, 217): dy = 0, dx = 0
Block (41, 217): dy = 0, dx = 0
Block (49, 217): dy = 0, dx = 0
